P02	completed	0
P03	completed	0
P04	completed	0
P05	completed	0
P06	completed	0
P07	completed	0
P08	completed	0
P09	completed	0
P10	completed	0
P11	completed	0
P12	completed	0
P13	completed	0
P14	completed	1
P15	completed	0
P16	completed	0
P17	completed	1
P18	completed	0
P19	completed	1
P20	completed	3
P21	completed	0
P22	completed	0
P23	completed	0
P24	pending	0
P25	pending	0
P26	pending	0
P27	pending	0
P28	pending	0
P29	pending	0
P30	pending	0
P31	pending	0
P32	pending	0
